ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10343747		---	0.805293	3.15E-01	1.0978644	-6.3275	0.25651168	
10578427	F11	NM_028066 	0.805293	3.15E-01	-1.0978181	-6.32755	-0.14692755	coagulation factor XI
10568040	Ppp4c	NM_019674 	0.805293	3.15E-01	-1.0976967	-6.32767	-0.6650421	"protein phosphatase 4, catalytic subunit"
10543680	Mir182	NR_029569 	0.805293	3.15E-01	-1.0976791	-6.32769	-0.13669028	microRNA 182
10457927		---	0.805293	3.15E-01	-1.0976274	-6.32775	-0.34721036	
10498500	Vmn2r2///Vmn2r5///Vmn2r4///Vmn2r3///Vmn2r-ps11///Vmn2r1	NM_001104592 	0.805293	3.15E-01	-1.0976209	-6.32775	-0.21488078	"vomeronasal 2, receptor 2///vomeronasal 2, receptor 5///vomeronasal 2, receptor 4///vomeronasal 2, receptor 3///vomeronasal 2, receptor, pseudogene 11///vomeronasal 2, receptor 1"
10432176	Mir1291///Snora34	NR_034051 	0.805449	3.15E-01	-1.0972007	-6.3282	-0.20890118	"microRNA 1291///small nucleolar RNA, H/ACA box 34"
10548857	Hist4h4	NM_175652 	0.805449	3.15E-01	1.0971724	-6.32823	0.44977009	"histone cluster 4, H4"
10416187	Gm10653///Rps2	NM_008503 	0.805449	3.15E-01	-1.0970428	-6.32836	-0.21136418	ribsomal protein S2 pseudogene///ribosomal protein S2
10570344	Lamp1	NM_010684 	0.805449	3.15E-01	1.0970144	-6.32839	0.32975512	lysosomal-associated membrane protein 1
10376899	Trim16	NM_053169 	0.805449	3.15E-01	1.0969389	-6.32847	0.13164456	tripartite motif-containing 16
10343562		---	0.805449	3.15E-01	1.0968814	-6.32853	0.74047102	
10390907	Krtap1-3	NM_001085526 	0.805449	3.15E-01	1.0968597	-6.32856	0.21583485	keratin associated protein 1-3
10554808	Fzd4	NM_008055 	0.805449	3.15E-01	1.0967332	-6.32869	0.13153508	frizzled class receptor 4
10500103	Gabpb2	NM_029885 	0.805449	3.15E-01	-1.0967192	-6.3287	-0.40026362	"GA repeat binding protein, beta 2"
10386420	Olfr223	NM_146429 	0.805449	3.15E-01	1.096595	-6.32884	0.21391331	olfactory receptor 223
10373340	Rbms2	NM_001039080 	0.805449	3.15E-01	1.0965919	-6.32884	0.1626044	"RNA binding motif, single stranded interacting protein 2"
10445664	Actr1b///Guca1b	BC018480 	0.805449	3.15E-01	-1.0964386	-6.329	-0.31938463	"ARP1 actin-related protein 1B, centractin beta///guanylate cyclase activator 1B"
10341527		---	0.805449	3.15E-01	-1.096425	-6.32902	-0.2730363	
10576854	Ctxn1	NM_183315 	0.805449	3.15E-01	1.0963633	-6.32908	0.2230458	cortexin 1
10503484	Rmdn1	NM_025476 	0.805449	3.15E-01	-1.0963577	-6.32909	-0.22631615	regulator of microtubule dynamics 1
10500748	Tshb	NM_001165939 	0.805449	3.15E-01	-1.0963217	-6.32912	-0.16180851	"thyroid stimulating hormone, beta subunit"
10565712	Acer3	NM_025408 	0.805449	3.15E-01	-1.0962821	-6.32917	-0.14888921	alkaline ceramidase 3
10524973	2410131K14Rik	NM_001081236 	0.805449	3.15E-01	-1.0962623	-6.32919	-0.17487036	RIKEN cDNA 2410131K14 gene
10343009		---	0.805449	3.15E-01	-1.0962352	-6.32922	-0.49072289	
10343804		---	0.805449	3.15E-01	1.0962214	-6.32923	0.14704793	
10456161	Htr4	NM_008313 	0.805449	3.15E-01	-1.0962119	-6.32924	-0.18653418	5 hydroxytryptamine (serotonin) receptor 4
10339708		---	0.805449	3.15E-01	-1.09619	-6.32926	-0.32118375	
10415248	Pck2	NM_028994 	0.805449	3.15E-01	1.0961498	-6.32931	0.19683008	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
10579828	Rps25///Rps25	NM_024266 	0.805459	3.15E-01	-1.0960825	-6.32938	-0.17606132	ribosomal protein S25///ribosomal protein S25
10447036		ENSMUST00000082836 	0.805474	3.15E-01	-1.0959049	-6.32956	-0.14978806	
10340643		---	0.805474	3.15E-01	-1.0958408	-6.32963	-0.33960292	
10339196		---	0.805474	3.15E-01	-1.0957563	-6.32972	-1.09841179	
10564326	Fam189a1	NM_183087 	0.805474	3.15E-01	1.0956792	-6.3298	0.18570931	"family with sequence similarity 189, member A1"
10502232	Aimp1	NM_007926 	0.805474	3.16E-01	-1.0955987	-6.32989	-0.68327341	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
10592533		---	0.805474	3.16E-01	1.0955927	-6.32989	0.20745093	
10556115	Olfr472	NM_146774 	0.805474	3.16E-01	-1.0954864	-6.33	-0.19062619	olfactory receptor 472
10558057	Wdr11	NM_172255 	0.805474	3.16E-01	-1.0954473	-6.33005	-0.21581283	WD repeat domain 11
10427704	Dnajc21	NM_030046 	0.805474	3.16E-01	1.0953926	-6.3301	0.27893105	DnaJ heat shock protein family (Hsp40) member C21
10344370		---	0.805474	3.16E-01	-1.0953829	-6.33011	-0.57048458	
10517070	Zdhhc18	NM_001017968 	0.805474	3.16E-01	1.0953255	-6.33017	0.27533487	"zinc finger, DHHC domain containing 18"
10548415	Klri1	NM_001012520 	0.805474	3.16E-01	1.0952802	-6.33022	0.14877786	killer cell lectin-like receptor family I member 1
10388272	Olfr380	NM_147025 	0.805474	3.16E-01	-1.0952443	-6.33026	-0.21466397	olfactory receptor 380
10520944	Plb1	NM_001081407 	0.805474	3.16E-01	-1.0952375	-6.33027	-0.17959621	phospholipase B1
10341203		---	0.805474	3.16E-01	-1.0951239	-6.33039	-0.23178297	
10573261	Asf1b	NM_024184 	0.805474	3.16E-01	1.0950665	-6.33045	0.41972405	anti-silencing function 1B histone chaperone
10467216	Cpeb3	NM_001290826 	0.805474	3.16E-01	-1.0950132	-6.3305	-0.13377489	cytoplasmic polyadenylation element binding protein 3
10453499	Fshr	NM_013523 	0.805474	3.16E-01	1.0950117	-6.3305	0.16751725	follicle stimulating hormone receptor
10359235	Rasal2	NM_177644 	0.805474	3.16E-01	1.0949179	-6.3306	0.13950761	RAS protein activator like 2
10343402		---	0.805474	3.16E-01	-1.0948364	-6.33069	-0.95683805	
10432799	Krt71	NM_019956 	0.805474	3.16E-01	1.0948027	-6.33072	0.16167166	keratin 71
10471058	Cstad	NM_030137 	0.805474	3.16E-01	1.0947505	-6.33078	0.32268048	"CSA-conditional, T cell activation-dependent protein"
10341892		---	0.805474	3.16E-01	1.0947417	-6.33079	0.43698575	
10598403	Praf2	NM_138602 	0.805474	3.16E-01	-1.0946914	-6.33084	-0.20356727	PRA1 domain family 2
10548000	Ltbr	NM_010736 	0.805474	3.16E-01	1.0945771	-6.33096	0.13893175	lymphotoxin B receptor
10541307	Usp18	NM_011909 	0.805474	3.16E-01	-1.0945346	-6.33101	-0.25448198	ubiquitin specific peptidase 18
10403069	Igh-VJ558///Ighm///Igh-VJ558///Ighm	ENSMUST00000103549 	0.805474	3.16E-01	-1.0945204	-6.33102	-0.1701963	immunoglobulin heavy chain (J558 family)///immunoglobulin heavy constant mu///immunoglobulin heavy chain (J558 family)///immunoglobulin heavy constant mu
10341351		---	0.805576	3.16E-01	-1.0943646	-6.33119	-0.47222302	
10509071	Il22ra1	NM_178257 	0.80568	3.16E-01	-1.0941296	-6.33143	-0.20781662	"interleukin 22 receptor, alpha 1"
10417998		---	0.80568	3.16E-01	1.0941104	-6.33145	0.3026498	
10605512		XM_006528359 	0.80568	3.16E-01	-1.094085	-6.33148	-0.11904406	
10546152	Podxl2	NM_176973 	0.80568	3.16E-01	1.0940098	-6.33156	0.26305373	podocalyxin-like 2
10594221	Lrrc49	NM_001146046 	0.80568	3.16E-01	1.0939241	-6.33165	0.14934115	leucine rich repeat containing 49
10371415		---	0.80568	3.16E-01	-1.0938095	-6.33177	-0.31128324	
10419158	Ang6	NM_001011876 	0.80568	3.16E-01	-1.09372	-6.33186	-0.23924647	"angiogenin, ribonuclease A family, member 6"
10344205		---	0.80568	3.16E-01	-1.0936169	-6.33197	-1.13897219	
10516652	Iqcc	NM_198026 	0.80568	3.16E-01	-1.0935772	-6.33201	-0.24199866	IQ motif containing C
10608083		---	0.80568	3.16E-01	-1.0935717	-6.33202	-0.12651511	
10339680		---	0.80568	3.16E-01	1.0935211	-6.33207	0.17552487	
10428755	Zhx1	NM_001042438 	0.80568	3.16E-01	-1.0933156	-6.33229	-0.19146882	zinc fingers and homeoboxes 1
10338670		---	0.80568	3.16E-01	1.0932277	-6.33238	0.42103849	
10339187		---	0.80568	3.17E-01	-1.0931585	-6.33246	-0.21683928	
10417212	Itgbl1	NM_145467 	0.80568	3.17E-01	-1.0929212	-6.33271	-0.19082794	"integrin, beta-like 1"
10577237	BB014433	NR_037972 	0.80568	3.17E-01	1.0928863	-6.33274	0.15206442	expressed sequence BB014433
10515201	Cyp4b1	NM_007823 	0.80568	3.17E-01	-1.0928402	-6.33279	-0.15917674	"cytochrome P450, family 4, subfamily b, polypeptide 1"
10568139	Maz	XM_006507404 	0.80568	3.17E-01	-1.0927754	-6.33286	-0.23995395	MYC-associated zinc finger protein (purine-binding transcription factor)
10521757		ENSMUST00000121537 	0.80568	3.17E-01	-1.092758	-6.33288	-0.48842097	
10517425	Lypla2	NM_011942 	0.80568	3.17E-01	-1.0927476	-6.33289	-0.46540165	lysophospholipase 2
10497622	Lrrc34	NM_027941 	0.80568	3.17E-01	-1.0926125	-6.33303	-0.14779941	leucine rich repeat containing 34
10460947	Pygm	NM_011224 	0.80568	3.17E-01	-1.0925757	-6.33307	-0.16155281	muscle glycogen phosphorylase
10390869	Krt39	NM_213730 	0.80568	3.17E-01	-1.0925693	-6.33308	-0.15007184	keratin 39
10343614		---	0.80568	3.17E-01	-1.0925552	-6.33309	-0.30645602	
10385656	Zfp2	NM_001044697 	0.80568	3.17E-01	-1.0925433	-6.3331	-0.123813	zinc finger protein 2
10604008	Gm4297///Gm10230///Gm14632///Gm14819///Gm10486///Gm10487///Gm10096///Gm10147///Gm10058///Gm14525///Gm2030///Slx///Gm6121///Gm5934///Gm5169///Gm5168///Gm4836	NM_001040669 	0.80568	3.17E-01	-1.0925171	-6.33313	-0.29523772	predicted gene 4297///predicted gene 10230///predicted gene 14632///predicted gene 14819///predicted gene 10486///predicted gene 10487///predicted gene 10096///predicted gene 10147///predicted gene 10058///predicted gene 14525///predicted gene 2030///Sycp3 like X-linked///predicted gene 6121///predicted gene 5934///predicted gene 5169///predicted gene 5168///predicted gene 4836
10441359		---	0.80568	3.17E-01	-1.0924871	-6.33316	-0.28579705	
10491319	Kcnmb2	NM_028231 	0.80568	3.17E-01	-1.0924545	-6.3332	-0.16349862	"potassium large conductance calcium-activated channel, subfamily M, beta member 2"
10358057	Shisa4	NM_175259 	0.80568	3.17E-01	1.0924484	-6.3332	0.25658268	shisa family member 4
10398394	Mir494	NR_030269 	0.80568	3.17E-01	-1.092427	-6.33322	-0.14449522	microRNA 494
10579331	Gdf15	NM_011819 	0.80568	3.17E-01	1.0922926	-6.33337	0.1571045	growth differentiation factor 15
10341895		---	0.80568	3.17E-01	1.0922457	-6.33342	0.42545568	
10494208	Fam63a	NM_133858 	0.80568	3.17E-01	-1.0921905	-6.33347	-0.20362536	"family with sequence similarity 63, member A"
10461305	B3gat3	NM_024256 	0.80568	3.17E-01	-1.0921732	-6.33349	-0.34951321	"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"
10535647	Atp5j2	NM_020582 	0.80568	3.17E-01	1.0921409	-6.33353	0.40361783	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2"
10343910		---	0.80568	3.17E-01	-1.0920966	-6.33357	-0.30273743	
10484807	Olfr1230	NM_146789 	0.80568	3.17E-01	-1.092081	-6.33359	-0.1251503	olfactory receptor 1230
10574133	Nlrc5	NM_001033207 	0.80568	3.17E-01	1.092078	-6.33359	0.18651629	"NLR family, CARD domain containing 5"
10558723	Psmd13	NM_011875 	0.80568	3.17E-01	1.0920264	-6.33365	0.28206344	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
10590343	Trak1	NM_175114 	0.80568	3.17E-01	1.0919751	-6.3337	0.1220271	"trafficking protein, kinesin binding 1"
10477737		ENSMUST00000109629 	0.805706	3.17E-01	-1.0918925	-6.33379	-0.17284541	
10457836	Nol4	NM_199024 	0.805947	3.17E-01	-1.0915921	-6.3341	-0.17080525	nucleolar protein 4
10367546	Oprm1	NM_001039652 	0.805947	3.17E-01	-1.091545	-6.33415	-0.13865371	"opioid receptor, mu 1"
10576569	BC021891	NM_145608 	0.805983	3.17E-01	1.0914334	-6.33427	0.15913976	cDNA sequence BC021891
10427993		---	0.805983	3.17E-01	-1.0913962	-6.33431	-0.15928919	
10424905	Scx	NM_198885 	0.806197	3.17E-01	1.0910782	-6.33464	0.15932092	scleraxis
10596023	Sox14	NM_011440 	0.806197	3.17E-01	1.0910738	-6.33465	0.20125579	SRY (sex determining region Y)-box 14
10445607	Pex6	NM_145488 	0.806246	3.17E-01	-1.0909692	-6.33476	-0.17172886	peroxisomal biogenesis factor 6
10432767	Gm5478	NR_003960 	0.806279	3.17E-01	-1.0908806	-6.33485	-0.13895655	predicted pseudogene 5478
10340729		---	0.806372	3.18E-01	1.0906941	-6.33505	0.34855031	
10399290	Fam228a	NM_029107 	0.806372	3.18E-01	-1.0906765	-6.33506	-0.13057788	"family with sequence similarity 228, member A"
10369176	Tbc1d32	NM_001033385 	0.806383	3.18E-01	1.0906083	-6.33514	0.16239014	"TBC1 domain family, member 32"
10440708		---	0.806432	3.18E-01	1.0905039	-6.33525	0.17811861	
10484816	Olfr1234	NM_146973 	0.806483	3.18E-01	-1.0903601	-6.3354	-0.17770032	olfactory receptor 1234
10423836	Cthrc1	NM_026778 	0.806483	3.18E-01	-1.0903306	-6.33543	-0.13998499	collagen triple helix repeat containing 1
10565775	Dgat2	NM_026384 	0.806483	3.18E-01	1.0902826	-6.33548	0.21858124	diacylglycerol O-acyltransferase 2
10339960		---	0.806488	3.18E-01	-1.0901565	-6.33561	-0.35565571	
10566875	AA474408	ENSMUST00000098110 	0.806488	3.18E-01	1.0901196	-6.33565	0.20310141	expressed sequence AA474408
10433672	Rrn3	NM_001039521 	0.806488	3.18E-01	-1.0900857	-6.33569	-0.27967788	RRN3 RNA polymerase I transcription factor homolog (yeast)
10547274	Zfp248	NM_028335 	0.806488	3.18E-01	1.0900494	-6.33572	0.14887219	zinc finger protein 248
10372807	Msrb3	NM_177092 	0.806494	3.18E-01	1.0898376	-6.33595	0.12598621	methionine sulfoxide reductase B3
10529706		XR_402460 	0.806494	3.18E-01	1.0897761	-6.33601	0.1287673	
10341484		---	0.806494	3.18E-01	-1.0897576	-6.33603	-0.33025227	
10342913		---	0.806494	3.18E-01	-1.0896672	-6.33613	-0.61701382	
10343164		---	0.806494	3.18E-01	1.0896491	-6.33614	0.31800599	
10468022	Mrpl43	NM_053164 	0.806494	3.18E-01	-1.0896201	-6.33617	-0.2601507	mitochondrial ribosomal protein L43
10585682	Trcg1	NM_001014398 	0.806494	3.18E-01	1.0896175	-6.33618	0.13532374	taste receptor cell gene 1
10408037	Nkapl	NM_025719 	0.806494	3.18E-01	-1.089587	-6.33621	-0.15669911	NFKB activating protein-like
10400710	Vcpkmt	NM_001033236 	0.806608	3.18E-01	1.0893565	-6.33645	0.5960386	valosin containing protein lysine (K) methyltransferase
10338986		---	0.806608	3.18E-01	-1.0893148	-6.33649	-0.13422496	
10338721		---	0.806608	3.18E-01	1.0892585	-6.33655	0.14625127	
10582879	LOC101055758///LOC100041903///Gm2666///Gm7609///Csprs	NM_033616 	0.806608	3.18E-01	-1.0892181	-6.3366	-0.16791967	component of Sp100-rs-like///proteinase-activated receptor 1-like///predicted gene 2666///predicted pseudogene 7609///component of Sp100-rs
10573075		---	0.806608	3.18E-01	1.0891438	-6.33667	1.06986648	
10455912	Isoc1	NM_025478 	0.806608	3.18E-01	1.0891344	-6.33668	0.160592	isochorismatase domain containing 1
10342568		---	0.806738	3.18E-01	1.0889009	-6.33693	1.4996414	
10561138	Rpl37a	NM_009084 	0.806738	3.18E-01	-1.088806	-6.33703	-0.22918753	ribosomal protein L37a
10513101	Mir32	NR_029789 	0.806738	3.18E-01	1.0887163	-6.33712	0.13406322	microRNA 32
10349316	Tmem185b	NM_146103 	0.806738	3.18E-01	-1.0886926	-6.33715	-0.19327701	transmembrane protein 185B
10526941	D830046C22Rik	NR_033147 	0.806738	3.18E-01	-1.0886796	-6.33716	-0.16623593	RIKEN cDNA D830046C22 gene
10406681	Ap3b1	NM_009680 	0.806738	3.18E-01	-1.088633	-6.33721	-0.41190652	"adaptor-related protein complex 3, beta 1 subunit"
10478890	Cebpb	NM_001287738 	0.806738	3.18E-01	1.0885937	-6.33725	0.40652489	"CCAAT/enhancer binding protein (C/EBP), beta"
10579479	Nr2f6	NM_010150 	0.806738	3.18E-01	-1.0885523	-6.3373	-0.17133033	"nuclear receptor subfamily 2, group F, member 6"
10358519	Hmcn1	NM_001024720 	0.806738	3.18E-01	-1.0884954	-6.33735	-0.13593383	hemicentin 1
10342510		---	0.806764	3.18E-01	-1.0883155	-6.33754	-0.3244718	
10542750	Med21	NM_025315 	0.806764	3.18E-01	1.08829	-6.33757	0.31626518	mediator complex subunit 21
10384577		ENSMUST00000082737 	0.806764	3.18E-01	-1.0882844	-6.33758	-0.5043947	
10502772	Adgrl2	NM_001081298 	0.806764	3.19E-01	1.0882428	-6.33762	0.59034319	adhesion G protein-coupled receptor L2
10366391	Kcnc2	NM_001025581 	0.806963	3.19E-01	-1.0879717	-6.3379	-0.14148984	"potassium voltage gated channel, Shaw-related subfamily, member 2"
10366705		ENSMUST00000182346 	0.806963	3.19E-01	1.0878868	-6.33799	0.48443354	
10457733	B4galt6	NM_019737 	0.806963	3.19E-01	1.0878527	-6.33803	0.15741834	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
10354079	Txndc9	NM_172054 	0.806963	3.19E-01	-1.0878168	-6.33807	-0.56453398	thioredoxin domain containing 9
10456545	Ccdc68	NM_201362 	0.806963	3.19E-01	-1.0876628	-6.33823	-0.16617614	coiled-coil domain containing 68
10342963		---	0.806963	3.19E-01	1.0876413	-6.33825	0.26638783	
10349100		---	0.806963	3.19E-01	1.0875865	-6.33831	0.36649446	
10510908		---	0.806963	3.19E-01	-1.0874972	-6.3384	-0.43310675	
10413995		XM_006519762 	0.806963	3.19E-01	-1.087441	-6.33846	-0.13318159	
10569008	Cox8b	NM_007751 	0.806963	3.19E-01	-1.0873387	-6.33857	-0.1413313	cytochrome c oxidase subunit VIIIb
10339062		---	0.806963	3.19E-01	1.0873221	-6.33859	1.64917969	
10462091	Klf9	NM_010638 	0.806963	3.19E-01	1.0873162	-6.33859	0.27055169	Kruppel-like factor 9
10585048	Cadm1	NM_018770 	0.806963	3.19E-01	1.0873089	-6.3386	0.16219146	cell adhesion molecule 1
10517517	C1qa	NM_007572 	0.807307	3.19E-01	1.0868965	-6.33903	0.19766116	"complement component 1, q subcomponent, alpha polypeptide"
10421361	Bmp1	NM_009755 	0.807307	3.19E-01	1.086862	-6.33907	0.16349346	bone morphogenetic protein 1
10339904		---	0.807321	3.19E-01	-1.0867641	-6.33917	-1.0179882	
10344344		---	0.807321	3.19E-01	-1.086734	-6.3392	-0.99716197	
10339350		---	0.807414	3.19E-01	-1.0865878	-6.33936	-0.17986472	
10541599	Clec4b2	NM_001004159 	0.807479	3.19E-01	-1.0864512	-6.3395	-0.13042766	"C-type lectin domain family 4, member b2"
10549827	Zscan5b	NM_133204 	0.807479	3.19E-01	1.0863803	-6.33957	0.20843854	zinc finger and SCAN domain containing 5B
10416897		ENSMUST00000177655 	0.807479	3.19E-01	-1.0863535	-6.3396	-0.90452899	
10449955	Cyp4f13	NM_130882 	0.80752	3.19E-01	-1.0862473	-6.33971	-0.28292623	"cytochrome P450, family 4, subfamily f, polypeptide 13"
10414802		ENSMUST00000103606 	0.80752	3.19E-01	-1.0862003	-6.33976	-0.1783002	
10521969	Immp1l	NM_028260 	0.807554	3.19E-01	-1.0859247	-6.34005	-0.55634402	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)
10505568	Frmd3	NM_001163732 	0.807554	3.19E-01	-1.0858509	-6.34013	-0.16430257	FERM domain containing 3
10500021	Cgn	NM_001037711 	0.807554	3.19E-01	-1.0858443	-6.34013	-0.16178341	cingulin
10372926	Mirlet7i	NR_029527 	0.807554	3.19E-01	1.0858255	-6.34015	0.17642149	microRNA let7i
10558150	Htra1	NM_019564 	0.807554	3.19E-01	1.0858077	-6.34017	0.14423113	HtrA serine peptidase 1
10503520	Ttpa	NM_015767 	0.807554	3.19E-01	-1.0858061	-6.34017	-0.16815402	tocopherol (alpha) transfer protein
10473513	Olfr1112	NM_146661 	0.807554	3.20E-01	-1.0856047	-6.34039	-0.15154623	olfactory receptor 1112
10343432		---	0.807554	3.20E-01	1.0854897	-6.34051	0.43970641	
10592412	Olfr957	NM_146745 	0.807554	3.20E-01	-1.0854781	-6.34052	-0.16841457	olfactory receptor 957
10507671	Guca2a	NM_008190 	0.807554	3.20E-01	1.0854462	-6.34055	0.22259885	guanylate cyclase activator 2a (guanylin)
10340485		---	0.807554	3.20E-01	-1.0854419	-6.34056	-0.11624306	
10344497		---	0.807554	3.20E-01	-1.0853771	-6.34062	-0.68576702	
10340065		---	0.807554	3.20E-01	1.0853694	-6.34063	0.67978967	
10386115		XR_394041 	0.807554	3.20E-01	-1.0853645	-6.34064	-0.22315576	
10353989		---	0.807554	3.20E-01	1.0853127	-6.34069	0.96820372	
10509137	Hmgcl	NM_008254 	0.807554	3.20E-01	1.0852122	-6.3408	0.16561024	3-hydroxy-3-methylglutaryl-Coenzyme A lyase
10574488	Pdp2	NM_001024606 	0.807554	3.20E-01	1.0851552	-6.34086	0.31900251	pyruvate dehyrogenase phosphatase catalytic subunit 2
10338961		---	0.807554	3.20E-01	1.0851428	-6.34087	0.88862034	
10585410	Sh2d7	NM_173778 	0.807602	3.20E-01	1.0850193	-6.341	0.15717025	SH2 domain containing 7
10363170	Msl3l2	NM_001163833 	0.807602	3.20E-01	1.0849825	-6.34104	0.21380851	male-specific lethal 3-like 2 (Drosophila)
10340401		---	0.80761	3.20E-01	-1.0849186	-6.3411	-0.88159961	
10491106	Pld1	NM_001164056 	0.807643	3.20E-01	-1.0848295	-6.3412	-0.14649107	phospholipase D1
10505876	Gm13288///Gm13275///Gm13272///Gm13290///Gm13271///Ifnz	NM_001085528 	0.807824	3.20E-01	-1.0845974	-6.34144	-0.12873387	predicted gene 13288///predicted gene 13275///predicted gene 13272///predicted gene 13290///predicted gene 13271///interferon zeta
10414920		ENSMUST00000103637 	0.807935	3.20E-01	-1.0843737	-6.34167	-0.2642863	
10496001	Cfi	NM_007686 	0.807935	3.20E-01	1.0843496	-6.3417	0.14931743	complement component factor i
10543678		ENSMUST00000083409 	0.807935	3.20E-01	-1.0843194	-6.34173	-0.23257854	
10536563	Cftr	NM_021050 	0.808006	3.20E-01	-1.0839914	-6.34207	-0.15091863	cystic fibrosis transmembrane conductance regulator
10525336	Fam109a	NM_175474 	0.808006	3.20E-01	-1.0839766	-6.34209	-0.18771736	"family with sequence similarity 109, member A"
10341188		---	0.808006	3.20E-01	-1.0839138	-6.34216	-0.38519118	
10398085	Glrx5	NM_028419 	0.808006	3.20E-01	-1.0838384	-6.34223	-0.26202586	glutaredoxin 5
10551120	Megf8	NM_001160400 	0.808006	3.20E-01	1.0837679	-6.34231	0.20324706	multiple EGF-like-domains 8
10606182	Mir421	NR_030558 	0.808006	3.20E-01	-1.0836246	-6.34246	-0.62246011	microRNA 421
10438071	Ppil2	NM_001252445 	0.808006	3.20E-01	-1.0834985	-6.34259	-0.28965045	peptidylprolyl isomerase (cyclophilin)-like 2
10599321	Zbtb33	NM_001079513 	0.808006	3.20E-01	1.0834456	-6.34264	0.26924431	zinc finger and BTB domain containing 33
10563891		ENSMUST00000117765 	0.808006	3.20E-01	-1.083406	-6.34269	-0.33557326	
10423599	Matn2	NM_016762 	0.808006	3.21E-01	-1.0832745	-6.34282	-0.12329839	matrilin 2
10339484		---	0.808006	3.21E-01	1.0831631	-6.34294	0.56874682	
10432372	Dhh	NM_007857 	0.808006	3.21E-01	-1.0831269	-6.34298	-0.15964858	desert hedgehog
10410973	4833422C13Rik	NR_028314 	0.808006	3.21E-01	-1.0831053	-6.343	-0.22633847	RIKEN cDNA 4833422C13 gene
10378397	Olfr376	NM_001172686 	0.808006	3.21E-01	-1.0831047	-6.343	-0.18385335	olfactory receptor 376
10413260	Cphx3///Cphx2///Cphx1	NM_001270506 	0.808006	3.21E-01	1.083042	-6.34307	0.22120928	cytoplasmic polyadenylated homeobox 3///cytoplasmic polyadenylated homeobox 2///cytoplasmic polyadenylated homeobox 1
10423274	Cdh18	NM_001081299 	0.808006	3.21E-01	-1.0830312	-6.34308	-0.13968215	cadherin 18
10603620	Gm10489///Mid1ip1	ENSMUST00000180511 	0.808006	3.21E-01	-1.0829769	-6.34314	-0.21320962	predicted gene 10489///Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))
10423361	Gm10653///Rps2	NM_008503 	0.808006	3.21E-01	-1.0829708	-6.34314	-0.29567721	ribsomal protein S2 pseudogene///ribosomal protein S2
10339135		---	0.808006	3.21E-01	-1.0829608	-6.34315	-0.31520031	
10607361	Gm4750	ENSMUST00000140208 	0.808006	3.21E-01	1.0829041	-6.34321	0.16611386	"actin, beta pseudogene"
10389816	Tom1l1	ENSMUST00000020849 	0.808006	3.21E-01	-1.0828553	-6.34326	-0.11632214	target of myb1-like 1 (chicken)
10410259	Uqcrb	NM_026219 	0.808006	3.21E-01	1.0828288	-6.34329	0.55566026	ubiquinol-cytochrome c reductase binding protein
10598538	Ssxb6///Ssxb8///Gm6592///Gm14459///Ssxb12///Ssxb11///Ssxb5///Ssxb2///Ssxb9///Ssxb10///Ssx9///Ssxb3///Ssxb1	NM_026492 	0.808006	3.21E-01	-1.0828122	-6.34331	-0.18323381	"synovial sarcoma, X member B, breakpoint 6///synovial sarcoma, X member B, breakpoint 8///predicted gene 6592///predicted gene 14459///synovial sarcoma, X member B, breakpoint 12///synovial sarcoma, X member B, breakpoint 11///synovial sarcoma, X member B, breakpoint 5///synovial sarcoma, X member B, breakpoint 2///synovial sarcoma, X member B, breakpoint 9///synovial sarcoma, X member B, breakpoint 10///synovial sarcoma, X breakpoint 9///synovial sarcoma, X member B, breakpoint 3///synovial sarcoma, X member B, breakpoint 1"
10419399	Slc35f4	NM_029238 	0.808006	3.21E-01	1.0828073	-6.34331	0.14313001	"solute carrier family 35, member F4"
10338788		---	0.808006	3.21E-01	-1.0827829	-6.34334	-0.72624651	
10460385	Clcf1	ENSMUST00000126457 	0.808006	3.21E-01	1.082774	-6.34335	0.27985888	cardiotrophin-like cytokine factor 1
10458828	Cdo1	NM_033037 	0.808036	3.21E-01	-1.0826878	-6.34344	-0.38315337	"cysteine dioxygenase 1, cytosolic"
10484579	Olfr1051	NM_207562 	0.808071	3.21E-01	1.0825976	-6.34353	0.1741408	olfactory receptor 1051
10405248	Hrh2	NM_001010973 	0.808123	3.21E-01	1.0824743	-6.34366	0.20196074	histamine receptor H2
10343012		---	0.808123	3.21E-01	-1.0824043	-6.34373	-0.66470396	
10490755	Hnf4g	NM_013920 	0.808123	3.21E-01	-1.0823771	-6.34376	-0.18342252	"hepatocyte nuclear factor 4, gamma"
10414561	Vmn2r88///Vmn2r89	NM_009487 	0.80825	3.21E-01	-1.0821976	-6.34395	-0.14656109	"vomeronasal 2, receptor 88///vomeronasal 2, receptor 89"
10450762	H2-M10.2	NM_177923 	0.808296	3.21E-01	-1.0820959	-6.34406	-0.13751222	"histocompatibility 2, M region locus 10.2"
