	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
6213	Gpx3	NM_008161	0.7426	0.90007933	Gpx3	NM_008161	0.8341850000000001	0.17286201	Gpx3	NM_008161	0.79055308	-0.0933	Gpx3	NM_001083929	0.00496	-1.4248074
6214	Gpx4	NM_008162	0.8153	-0.214852	Gpx4	NM_001037741	0.8797360000000001	0.060277025000000026	Gpx4	NM_001037741	0.108264145	0.3165	Gpx4	NM_001037741	0.39545499999999995	0.6865894499999999
6215	Gpx5	NM_010343	0.8590000000000001	-0.12046	Gpx5	NM_010343	0.890768	-0.12830272	Gpx5	NM_010343	0.43398366	-0.18	Gpx5	NM_010343	0.9359999999999999	-0.0167865
6216	Gpx6	NM_145451	0.9756	0.04244033	Gpx6	NM_145451	0.9534540000000001	-0.04108186	Gpx6	NM_145451	0.29537715	-0.187	Gpx6	NM_145451	0.644	-0.10802239999999999
6217	Gpx7	ENSMUST00000030332	0.9221	-0.081794	Gpx7	NM_024198	0.8452059999999999	0.22071516	Gpx7	NM_024198	0.30706503	-0.233	Gpx7	NM_024198	0.00586	1.1227701
6218	Gpx8	NM_027127	0.4722	0.94154433	Gpx8	NM_027127	0.84431	0.14518701	Gpx8	NM_027127	0.02906185	2.07	Gpx8	NM_027127	0.243	1.6167922
6219	Gramd1a	NM_027898	0.9896	0.00968	Gramd1a	NM_027898	0.951945	-0.09283049	Gramd1a	NM_027898	0.00255564	-1.06	Gramd1a	NM_027898	0.00062	-1.3980298999999998
6220	Gramd1b	ENSMUST00000165104	0.4482	0.398209	Gramd1b	NM_172768	0.9490360000000001	-0.15864292	Gramd1b	NM_172768	0.00561708	-0.943	Gramd1b	NM_172768	0.82	-0.0922706
6221	Gramd1c	NM_153528	0.8711	0.17063967	Gramd1c	NM_001172107	0.622089	0.24779364	Gramd1c	NM_001172107	0.24271866	-0.223	Gramd1c	NM_001172107	0.401	0.5898493
6222	Gramd3	ENSMUST00000116636	0.5284	0.646333	Gramd3	NM_026240	0.5150560000000001	0.62427472	Gramd3	NM_026240	0.00068583	-2.74	Gramd3	NM_026240	0.057749999999999996	-1.1293442
6223	Gramd4	NM_172611	0.1725	-1.50771167	Gramd4	NM_001205353	0.032011000000000005	-1.03373224	Gramd4	NM_001205353	0.00643306	-1.01	Gramd4	NM_001205353	0.00122	-1.7952211999999999
6224	Grap	ENSMUST00000004959	0.7345	-0.71759067	Grap	NM_027817	0.968299	-0.07963328	Grap	NM_027817	0.00564113	-1.24	Grap	NM_027817	0.0481	-0.4286548
6225	Grap2	ENSMUST00000043149	0.9689	0.04013967	Grap2	NM_001289442	0.656208	0.37655866	Grap2	NM_001289442	0.00130745	-1.49	Grap2	NM_001289442	0.0036899999999999997	-2.4580763
6226	Grasp	NM_019518	0.1731	1.222062	Grasp	NM_019518	0.407281	1.02935107	Grasp	NM_019518	0.04525734	-0.53	Grasp	NM_019518	0.49666666666666665	0.2628838666666667
6227	Grb10	NM_010345	0.6415	0.483478	Grb10	NM_001177629	0.895018	0.07796854	Grb10	NM_001177629	0.32865175	-0.177	Grb10	NM_001177629	0.5617666666666666	0.5910210666666667
6228	Grb14	NM_016719	0.4417	0.39100867	Grb14	NM_016719	0.8274549999999999	-0.11276645	Grb14	NM_016719	0.54404516	-0.11699999999999999	Grb14	NM_016719	0.5349999999999999	0.17001224999999998
6229	Grb2	ENSMUST00000106497	0.8261	0.19991033	Grb2	NM_008163	0.886051	0.22200058	Grb2	NM_008163	0.79334814	-0.06	Grb2	NM_008163	0.027215	0.82982545
6230	Grb7	NM_010346	0.7809999999999999	0.37285533	Grb7	NM_010346	0.787667	0.29367955	Grb7	NM_010346	0.19194788	-0.26	Grb7	NM_010346	0.069	1.0786399
6231	Grcc10	ENSMUST00000004389	0.8769	-0.172873	Grcc10	NM_013535	0.764365	-0.51136623	Grcc10	NM_013535	0.15586824	0.313	Grcc10	NM_013535	0.268	-0.028155349999999996
6232	Greb1	NM_015764	0.9582	0.04070533	Greb1	NM_001252071	0.767841	-0.26936788	Greb1	NM_001252071	0.55881646	-0.107	Greb1	NM_001252071	0.48624999999999996	-0.06817745000000001
6233	Greb1l	NM_001083628	0.9611	-0.056348	Greb1l	NM_001083628	0.8929499999999999	-0.062921925	Greb1l	NM_001083628	0.68578535	0.11	Greb1l	NM_001083628	0.2227355	-1.1560741
6234	Grem1	ENSMUST00000099575	0.8673	0.12795267	Grem1	NM_011824	0.980757	-0.0255481	Grem1	NM_011824	0.00042776	1.75	Grem1	NM_011824	0.29600000000000004	1.5201360000000002
6235	Grem2	NM_011825	0.887	0.10156233	Grem2	NM_011825	0.688288	-0.27151507	Grem2	NM_011825	0.26361042	-0.26	Grem2	NM_011825	0.662	0.13199
6236	Grhl1	NM_001161406	0.7417	0.232856	Grhl1	NM_001161406	0.984145	0.02280853	Grhl1	NM_001161406	0.86492294	-0.03	Grhl1	NM_001161406	0.937	-0.055687
6237	Grhl2	NM_026496	0.8915	0.088255	Grhl2	NM_026496	0.947714	-0.04559679	Grhl2	NM_026496	0.26268434	-0.207	Grhl2	NM_026496	0.57525	0.130131025
6238	Grhl3	NM_001013756	0.9446	0.05917067	Grhl3	NM_001013756	0.948356	0.047207099999999995	Grhl3	NM_001013756	0.26934828	-0.19	Grhl3	NM_001013756	0.924	0.026069299999999997
6239	Grhpr	ENSMUST00000045078	0.986	-0.040153	Grhpr	NM_080289	0.98344	-0.02194934	Grhpr	NM_080289	0.05712411	0.33299999999999996	Grhpr	NM_080289	0.00046399999999999995	1.5629556999999998
6240	Gria1	NM_008165	0.7308	0.182758	Gria1	NM_001113325	0.874817	-0.09827664	Gria1	NM_001113325	0.35790566	-0.16	Gria1	NM_001113325	0.6779999999999999	0.020380000000000002
6241	Gria2	NM_001083806	0.8017	0.14804233	Gria2	NM_001039195	0.989133	0.0095836	Gria2	NM_001039195	0.52240257	-0.12	Gria2	NM_001039195	0.7033333333333333	-0.1008641
6242	Gria3	NM_016886	0.1295	-2.09613367	Gria3	NM_001281929	0.129755	-1.5180338	Gria3	NM_001281929	0.07405548	-0.337	Gria3	NM_001281929	0.030449999999999998	-0.7825843
6243	Gria4	NM_019691	0.9828	-0.02210667	Gria4	NM_001113180	0.8542	-0.09806198	Gria4	NM_001113180	0.44772286	-0.127	Gria4	NM_001113180	0.3513333333333333	0.03511033333333335
6244	Grid1	ENSMUST00000043349	0.458	0.367569	Grid1	NM_008166	0.84765	-0.163273	Grid1	NM_008166	0.31921297	-0.24	Grid1	NM_008166	0.179	0.38258269999999994
6245	Grid2	ENSMUST00000095852	0.9979	0.00216833	Grid2	NM_008167	0.920132	0.0652295	Grid2	NM_008167	0.57576976	0.107	Grid2	NM_008167	0.58425	-0.09510149999999998
6246	Grid2ip	NM_001159321	0.861	0.13553233	Grid2ip	NM_001159321	0.9760469999999999	-0.02212844	Grid2ip	NM_001159321	0.29288753	-0.16699999999999998	Grid2ip	NM_001038019	0.444	-0.34670890000000004
6247	Grifin	ENSMUST00000042993	0.4875	-0.39311833	Grifin	NM_030022	0.665587	-0.34161451	Grifin	NM_030022	0.07641095	-0.36	Grifin	NM_030022	0.0169	-0.9702351
6248	Grik1	NM_146072	0.5251	0.34209733	Grik1	NM_010348	0.942376	0.05875932	Grik1	NM_010348	0.84161385	-0.05	Grik1	NM_010348	0.33594999999999997	0.10833570000000001
6249	Grik2	NM_010349	0.8622	0.12620833	Grik2	NM_001111268	0.8433219999999999	0.13172298	Grik2	NM_001111268	0.50636508	-0.13	Grik2	NM_001111268	0.44294999999999995	-0.12877145
6250	Grik3	NM_001081097	0.8427	0.14851633	Grik3	NM_001081097	0.9483809999999999	0.04367142	Grik3	NM_001081097	0.89020665	-0.04	Grik3	NM_001081097	0.304	0.30638705
6251	Grik4	ENSMUST00000114865	0.8976	-0.10349	Grik4	NM_175481	0.904402	0.08583499	Grik4	NM_175481	0.25494839	-0.303	Grik4	NM_175481	0.7020000000000001	-0.1966991
6252	Grik5	NM_008168	0.7662	0.221136	Grik5	NM_008168	0.9483809999999999	-0.05605272	Grik5	NM_008168	0.56680817	0.157	Grik5	NM_008168	0.174	0.3997387
6253	Grin1	NM_001177656	0.9130499999999999	0.005964329999999997	Grin1	NM_001177656	0.9187540000000001	-0.06734017	Grin1	NM_001177656	0.49639152	-0.11	Grin1	NM_001177656	0.6685	-0.11502845
6254	Grin2a	ENSMUST00000115835	0.7039	0.20784167	Grin2a	NM_008170	0.73555	0.21789489	Grin2a	NM_008170	0.61605197	-0.11699999999999999	Grin2a	NM_008170	0.779	0.1060086
6255	Grin2b	NM_008171	0.8047500000000001	0.004428000000000029	Grin2b	NM_008171	0.831942	-0.11013552	Grin2b	NM_008171	0.29507661	-0.16	Grin2b	NM_008171	0.4205	-0.302962975
6256	Grin2c	NM_010350	0.7833	0.0005698299999999934	Grin2c	NM_010350	0.919119	-0.07914661	Grin2c	NM_010350	0.08398331	-0.43	Grin2c	NM_010350	0.6890000000000001	0.1538777
6257	Grin2d	NM_008172	0.9202	0.0936805	Grin2d	NM_008172	0.946478	0.06033724	Grin2d	NM_008172	0.19651911	-0.207	Grin2d	NM_008172	0.834	-0.13897885000000001
6258	Grin3a	ENSMUST00000076674	0.727	-0.20785033	Grin3a	NM_001033351	0.765545	-0.15739859	Grin3a	NM_001033351	0.15165157	-0.31	Grin3a	NM_001033351	0.11059999999999999	-0.41466336666666664
6259	Grin3b	NM_130455	0.5206	0.58608833	Grin3b	NM_130455	0.9356030000000001	-0.07420252	Grin3b	NM_130455	0.74530756	-0.0867	Grin3b	NM_130455	0.10800000000000001	-0.70795
6260	Grina	NM_023168	0.0829	1.72922233	Grina	NM_023168	0.18398	1.40669311	Grina	NM_023168	0.07416762	0.54	Grina	NM_023168	0.03875	1.35520135
6261	Grip1	NM_028736	0.6747	0.214647	Grip1	NM_001277292	0.9888469999999999	0.00929041	Grip1	NM_001277292	0.71858363	-0.0567	Grip1	NM_001277292	0.34450000000000003	-0.0023880000000000012
6262	Grip2	NM_001159507	0.9055	0.08101433	Grip2	NM_001159507	0.942783	0.06895573	Grip2	NM_001159507	0.15097732	-0.34299999999999997	Grip2	NM_001033353	0.106	0.7527959
6263	Gripap1	ENSMUST00000065932	0.399	-0.55526967	Gripap1	NM_001290455	0.708012	-0.25426551	Gripap1	NM_001290455	0.16011962	-0.38	Gripap1	NM_001290455	0.42	-0.3774875
6264	Grk1	NM_011881	0.9097	0.09555067	Grk1	NM_011881	0.6492479999999999	-0.30968629999999997	Grk1	NM_011881	0.20038903	-0.303	Grk1	NM_011881	0.748	0.1385935
6265	Grk4	NM_019497	0.9289	0.06489	Grk4	NM_001080743	0.30641399999999996	-0.44441356	Grk4	NM_001080743	0.34747523	-0.153	Grk4	NM_001080743	0.08184	-0.62832805
6266	Grk5	NM_018869	0.7055	0.99028567	Grk5	NM_018869	0.926162	0.07789561	Grk5	NM_018869	0.0063335	1.22	Grk5	NM_018869	0.0011139499999999998	3.0945757
6267	Grk6	NM_001038018	0.237	-0.80790067	Grk6	NM_001038018	0.574705	-0.59983844	Grk6	NM_001038018	0.91980202	-0.02	Grk6	NM_001038018	0.027453333333333333	-1.0391509333333333
6268	Grm1	NM_001114333	0.7291	0.20347533	Grm1	NM_001114333	0.750666	0.06835566500000001	Grm1	NM_001114333	0.48869840499999995	0.028000000000000004	Grm1	NM_001114333	0.63	0.05168865
6269	Grm2	NM_001160353	0.7611	-0.20302533	Grm2	NM_001160353	0.957471	0.04680091	Grm2	NM_001160353	0.13588623	-0.4	Grm2	NM_001160353	0.9079999999999999	0.0472373
6270	Grm3	NM_181850	0.9844	0.02117933	Grm3	NM_181850	0.8354020000000001	-0.17733576	Grm3	NM_181850	0.65060276	-0.1	Grm3	NM_181850	0.7340000000000001	0.0823968
6271	Grm4	ENSMUST00000088073	0.6135	0.47537967	Grm4	NM_001013385	0.84559	0.12587535	Grm4	NM_001013385	0.5918621999999999	-0.0933	Grm4	NM_001013385	0.00856	-1.8090088
6272	Grm5	NM_001143834	0.9313	0.08578467	Grm5	NM_001081414	0.348828	-0.38761431	Grm5	NM_001081414	0.14771118	-0.257	Grm5	NM_001033224	0.61	0.1071069
6273	Grm7	NM_177328	0.9158	0.088706835	Grm7	NM_177328	0.9296540000000001	0.05486177	Grm7	NM_177328	0.29133332	-0.22699999999999998	Grm7	NM_177328	0.38366666666666666	0.09396836666666668
6274	Grm8	ENSMUST00000115323	0.9765	0.03485133	Grm8	NM_008174	0.726172	-0.17835138	Grm8	NM_008174	0.80424329	-0.0467	Grm8	NM_008174	0.596	-0.1380073
6275	Grn	NM_008175	0.2149	2.897387	Grn	NM_008175	0.378244	0.98882304	Grn	NM_008175	0.00058038	2.49	Grn	NM_008175	0.2621266666666667	2.6233676666666663
6276	Grp	ENSMUST00000173985	0.6937	-0.211564	Grp	NM_175012	0.648572	-0.25899178	Grp	NM_175012	0.11740561	-0.27699999999999997	Grp	NM_175012	0.00107	3.5352049
6277	Grpel1	ENSMUST00000031099	0.9143	-0.10002967	Grpel1	NM_024478	0.985183	0.036284	Grpel1	NM_024478	0.111046	0.377	Grpel1	NM_024478	0.00404	1.4891805
6278	Grpel2	NM_021296	0.7443	-0.22620067	Grpel2	NM_021296	0.8044979999999999	0.30558896	Grpel2	NM_021296	0.49557971	-0.14300000000000002	Grpel2	NM_021296	0.2125	-0.22349605000000003
6279	Grpr	NM_008177	0.9007	0.096937	Grpr	NM_008177	0.84045	-0.14937106	Grpr	NM_008177	0.6058794	-0.08	Grpr	NM_008177	0.8095	0.0237862
6280	Grrp1	NM_001099296	0.8805	0.12045567	Grrp1	NM_001099296	0.9840780000000001	-0.02398756	Grrp1	NM_001099296	0.03374277	-0.633	Grrp1	NM_001099296	0.42200000000000004	0.2033639
6281	Grsf1	ENSMUST00000113234	0.7345	-0.230274	Grsf1	NM_001098476	0.346645	-0.82270129	Grsf1	NM_001098476	0.09581032	0.34	Grsf1	NM_001098476	0.140095	0.8314773249999998
6282	Grtp1	ENSMUST00000081917	0.6175	0.28200767	Grtp1	NM_025768	0.9340719999999999	0.06902787	Grtp1	NM_025768	0.33790178	-0.18	Grtp1	NM_025768	0.5325	-0.16466640000000002
6283	Grwd1	ENSMUST00000131384	0.5327	-0.37967667	Grwd1	NM_153419	0.711337	-0.34372217	Grwd1	NM_153419	0.32597098	0.217	Grwd1	NM_153419	0.6436666666666667	-0.05830483333333334
6284	Gsc	NM_010351	0.9193	-0.09429333	Gsc	NM_010351	0.885949	-0.16254887	Gsc	NM_010351	0.89460171	-0.04	Gsc	NM_010351	0.12	0.4557633
6285	Gsc2	ENSMUST00000012279	0.8073	0.16710333	Gsc2	NM_029469	0.992259	-0.00864668	Gsc2	NM_029469	0.23017574	-0.233	Gsc2	NM_029469	0.924	0.039794300000000005
6286	Gsdma	NM_021347	0.6513	0.238809	Gsdma	NM_021347	0.818203	-0.17364866	Gsdma	NM_021347	0.40738111	-0.22699999999999998	Gsdma	NM_021347	0.901	0.022741249999999998
6287	Gsdma2	NM_029727	0.8593	0.11581233	Gsdma2	NM_029727	0.838067	0.10402578	Gsdma2	NM_029727	0.43864141	-0.17	Gsdma2	NM_029727	0.26306	-0.56209484
6288	Gsdmc	NM_031378	0.9814	0.04109	Gsdmc	NM_031378	0.9355479999999999	-0.06506075	Gsdmc	NM_031378	0.63791779	-0.0833	Gsdmc	NM_001168274	0.0516	-1.3812042
6289	Gsdmc2	NM_001168274	0.9926	0.00646067	Gsdmc2	NM_028992	0.773024	-0.20206147666666666	Gsdmc2	NM_028992	0.5236704	0.045566666666666665	Gsdmc2	NM_001168274	0.866	0.0379571
6290	Gsdmcl-ps	NR_029414	0.9958	-0.00379933	Gsdmcl-ps	NR_108051	0.7753739999999999	-0.19903503	Gsdmcl-ps	NR_108051	0.45179929	-0.14656666666666668	Gsdmcl-ps	NR_029414	0.15636666666666665	-0.8224936
6291	Gsdmd	NM_026960	0.67935	-0.540231835	Gsdmd	NM_026960	0.364658	-0.5810761999999999	Gsdmd	NM_026960	0.44574308	-0.12300000000000001	Gsdmd	NM_026960	0.552	-0.2517891
6292	Gse1	NM_198671	0.9712	-0.04657667	Gse1	NM_001145896	0.9076629999999999	0.09177503	Gse1	NM_001145896	0.03006786	-0.48	Gse1	NM_001145896	0.059796666666666665	0.08746283333333331
6293	Gsg1	ENSMUST00000087729	0.848	0.12560667	Gsg1	NM_001080552	0.8724850000000001	-0.10194443	Gsg1	NM_001080552	0.60013272	-0.09	Gsg1	NM_001080552	0.462	-0.23063440000000002
6294	Gsg1l	NM_001101488	0.8397	0.22338533	Gsg1l	NM_001101488	0.652088	0.31483225	Gsg1l	NM_001101488	0.28180624	-0.187	Gsg1l	NM_001101488	0.526	-0.2780228
6295	Gsg2	NM_010353	0.6409	1.98702033	Gsg2	NM_010353	0.22090300000000002	1.65511945	Gsg2	NM_010353	0.14898214	0.513	Gsg2	NM_010353	0.0033399999999999997	1.3700056999999999
6296	Gsk3a	NM_001031667	0.8539	-0.17187233	Gsk3a	NM_001031667	0.794074	0.23324624	Gsk3a	NM_001031667	0.84391782	-0.0533	Gsk3a	NM_001031667	0.0185	1.1200558
6297	Gsk3b	NM_019827	0.6679999999999999	-0.37578533	Gsk3b	NM_019827	0.8885139999999999	-0.24275791	Gsk3b	NM_019827	0.01238394	-0.583	Gsk3b	NM_019827	0.6553333333333333	0.08012086666666667
6298	Gsn	NM_001206369	0.1831	2.141495	Gsn	NM_001206367	0.919019	0.07243271	Gsn	NM_001206367	0.01728005	0.59	Gsn	NM_001206367	0.20066166666666665	0.5411100666666667
6299	Gspt1	NM_146066	0.6266	-0.47661267	Gspt1	NM_001130008	0.672882	-0.73210295	Gspt1	NM_001130008	0.01167005	0.647	Gspt1	NM_001130008	0.6812800000000001	0.15003645
6300	Gspt2	NM_008179	0.7148	0.33524067	Gspt2	NM_008179	0.9534540000000001	-0.061038300000000004	Gspt2	NM_008179	0.21138383	0.5770000000000001	Gspt2	NM_008179	0.015915	1.1800098
6301	Gsr	NM_010344	0.7282	0.22070333	Gsr	NM_010344	0.9399959999999999	-0.1030624	Gsr	NM_010344	0.04474337	1.04	Gsr	NM_010344	0.0015899999999999998	1.8458244499999998
6302	Gss	ENSMUST00000079691	0.9071	-0.08042633	Gss	NM_001291111	0.794589	-0.21192871	Gss	NM_001291111	0.45345009	0.13699999999999998	Gss	NM_001291111	0.4995	0.20126395000000002
6303	Gsta3	NM_001077353	0.988	0.015677	Gsta3	NM_001077353	0.975057	-0.03164705	Gsta3	NM_001077353	0.69326909	-0.0733	Gsta3	NM_001077353	0.4385	-0.023836750000000004
6304	Gsta4	NM_010357	0.7612	0.25675067	Gsta4	NM_010357	0.586121	-0.24055811	Gsta4	NM_010357	0.08711579	0.36700000000000005	Gsta4	NM_010357	0.588	0.4525031
6305	Gstcd	ENSMUST00000080583	0.9896	-0.01048133	Gstcd	NM_026231	0.939666	0.05223239	Gstcd	NM_026231	0.01518586	0.5329999999999999	Gstcd	NM_026231	0.222	-0.3468782
6306	Gstk1	NM_029555	0.3193	-0.79571967	Gstk1	NM_029555	0.076253	1.05969006	Gstk1	NM_029555	0.89343046	0.04	Gstk1	NM_029555	0.47700000000000004	0.3559295
6307	Gstm1	NM_010358	0.4024	0.461819	Gstm1	NM_010358	0.9156610000000001	-0.08411332	Gstm1	NM_010358	0.01127127	2.49	Gstm1	NM_010358	0.260325	0.659051925
6308	Gstm2	NM_008183	0.8676	0.12161667	Gstm2	NM_008183	0.942783	0.09430298	Gstm2	NM_008183	0.00082802	2.25	Gstm2	NM_008183	0.7340000000000001	0.3389173
6309	Gstm3	ENSMUST00000106678	0.9578	-0.04200167	Gstm3	NM_010359	0.7928554999999999	-0.0231894	Gstm3	NM_010359	0.292645265	0.22349999999999998	Gstm3	NM_010359	0.543	-0.2055738
6310	Gstm4	NM_026764	0.7838	0.26140133	Gstm4	NM_001160411	0.9819	0.05839201	Gstm4	NM_001160411	0.67304754	-0.16	Gstm4	NM_001160411	0.177	1.0391788
6311	Gstm5	NM_010360	0.046	4.08319167	Gstm5	NM_010360	0.0006320000000000001	3.47897971	Gstm5	NM_010360	0.97471749	0.0467	Gstm5	NM_010360	5.7e-06	5.2083026
6312	Gstm6	NM_008184	0.8116	-0.150096	Gstm6	NM_008184	0.480393	-0.32578531	Gstm6	NM_008184	0.77037965	-0.09	Gstm6	NM_008184	0.777	-0.1013834
6313	Gstm7	NM_026672	0.7061	-0.24597	Gstm7	NM_026672	0.86106	0.11502503	Gstm7	NM_026672	0.89583361	-0.0333	Gstm7	NM_026672	0.47650000000000003	-0.19490019999999997
6314	Gsto1	NM_010362	0.6719	0.34754067	Gsto1	NM_010362	0.356686	-0.47520199	Gsto1	NM_010362	0.00165212	1.73	Gsto1	NM_010362	9.99e-05	3.9486102999999995
6315	Gsto2	NM_026619	0.831	-0.14202467	Gsto2	NM_026619	0.761955	-0.28916349	Gsto2	NM_026619	0.70236675	0.0733	Gsto2	NM_026619	0.45799999999999996	0.12646469999999999
6316	Gstp1	NM_013541	0.31620000000000004	-1.0277645	Gstp1	NM_013541	0.9432119999999999	0.09984428333333333	Gstp1	NM_013541	0.03156329	0.6903333333333334	Gstp1	NM_013541	0.0026899999999999997	0.8908828999999999
6317	Gstt1	NM_008185	0.7617	0.35174	Gstt1	NM_008185	0.9005139999999999	0.07933638	Gstt1	NM_008185	0.08341848	0.48700000000000004	Gstt1	NM_008185	0.00187	1.0701926000000002
6318	Gstt2	NM_010361	0.0808	-2.13541167	Gstt2	NM_010361	0.320738	-0.91089198	Gstt2	NM_010361	0.21583163	-0.313	Gstt2	NM_010361	0.266	0.5036117999999999
6319	Gstt3	NM_133994	0.5251	0.329904	Gstt3	NM_133994	0.9537530000000001	0.04346149	Gstt3	NM_133994	0.07130889	0.5529999999999999	Gstt3	NM_133994	0.000226	2.4605962000000003
6320	Gstt4	NM_029472	0.9658	0.04623167	Gstt4	NM_029472	0.886001	-0.13974605	Gstt4	NM_029472	0.42530191	-0.177	Gstt4	NM_029472	0.483	-0.17590820000000001
6321	Gstz1	NM_001252555	0.9311	-0.32338467	Gstz1	NM_001252555	0.589014	-0.55146221	Gstz1	NM_001252555	0.0408325	0.69	Gstz1	NM_001252555	0.728	-0.3108776
6322	Gsx1	NM_008178	0.9675	0.07215733	Gsx1	NM_008178	0.8901129999999999	-0.09268789	Gsx1	NM_008178	0.06197614	-0.423	Gsx1	NM_008178	0.43	-0.33429000000000003
6323	Gsx2	NM_133256	0.9279	-0.063569	Gsx2	NM_133256	0.903065	-0.07508721	Gsx2	NM_133256	0.43986791	-0.187	Gsx2	NM_133256	0.9590000000000001	0.0132559
6324	Gtdc1	ENSMUST00000049051	0.2452	-0.77129367	Gtdc1	NM_172662	0.9296399999999999	-0.12110749	Gtdc1	NM_172662	0.70469573	0.0967	Gtdc1	NM_172662	0.4062966666666667	0.7193500666666665
6325	Gtf2a1	NM_031391	0.6234	0.063737665	Gtf2a1	NM_031391	0.683846	0.20569708	Gtf2a1	NM_031391	0.72503893	0.0767	Gtf2a1	NM_031391	0.2319	-0.07937313333333333
6326	Gtf2a1l	NM_023630	0.8356	0.19405767	Gtf2a1l	NM_023630	0.870798	-0.10378145	Gtf2a1l	NM_023630	0.86287104	0.0467	Gtf2a1l	NM_023630	0.6990000000000001	-0.0860447
6327	Gtf2a2	NM_001039519	0.5638	-0.41393767	Gtf2a2	NM_001282084	0.66163	-0.29187352	Gtf2a2	NM_001282084	0.9583941999999999	0.02	Gtf2a2	NM_001039519	0.0516	1.4091426999999999
6328	Gtf2b	NM_145546	0.8204	-0.30583	Gtf2b	NM_145546	0.719863	0.64624623	Gtf2b	NM_145546	0.44558586	-0.147	Gtf2b	NM_145546	0.0315	1.594818
6329	Gtf2e1	NM_028812	0.5235	-0.679854	Gtf2e1	NM_028812	0.8881540000000001	0.13203454	Gtf2e1	NM_028812	0.35544839	0.22699999999999998	Gtf2e1	NM_028812	0.5740000000000001	0.20151994999999995
6330	Gtf2e2	NM_001167922	0.6806	0.32000033	Gtf2e2	NM_001167921	0.921394	0.22512957	Gtf2e2	NM_001167921	0.03825558	0.997	Gtf2e2	NM_001167921	0.0116	0.9207658000000001
6331	Gtf2f1	NM_133801	0.9251	0.06905267	Gtf2f1	NM_133801	0.31798899999999997	0.76144651	Gtf2f1	NM_133801	0.17842894	0.363	Gtf2f1	NM_133801	0.5435	-0.056688749999999996
6332	Gtf2f2	NM_026816	0.6759	-0.24468933	Gtf2f2	NM_026816	0.47857200000000005	-1.04401898	Gtf2f2	NM_026816	0.12302991	0.38299999999999995	Gtf2f2	NM_026816	0.0013	1.3826621000000001
6333	Gtf2h1	ENSMUST00000107644	0.701	-0.37833167	Gtf2h1	NM_001291075	0.6383810000000001	-0.68456795	Gtf2h1	NM_001291075	0.76594192	-0.0733	Gtf2h1	NM_001291075	0.00488	1.133092
6334	Gtf2h2	NM_022011	0.6883	-0.40338599999999997	Gtf2h2	XM_006517661	0.524229	0.73642073	Gtf2h2	XM_006517661	0.05639241	0.48	Gtf2h2	NM_022011	0.976	-0.028094900000000003
6335	Gtf2h3	NM_181410	0.2385	-0.64660467	Gtf2h3	NM_181410	0.468344	-0.41602174	Gtf2h3	NM_181410	0.03043369	0.47700000000000004	Gtf2h3	NM_181410	0.0918	-0.4757512
6336	Gtf2h4	ENSMUST00000001565	0.2891	-0.71296867	Gtf2h4	NM_010364	0.992973	0.02146544	Gtf2h4	NM_010364	0.20760337	0.34	Gtf2h4	NM_010364	0.35187499999999994	-0.20519579999999998
6337	Gtf2h5	ENSMUST00000039487	0.5648	-0.578367	Gtf2h5	NM_181392	0.9079790000000001	0.20574982	Gtf2h5	NM_181392	0.00608289	0.693	Gtf2h5	NM_181392	0.0011105	1.66581855
6338	Gtf2i	NM_001080746	0.1403	-0.94543033	Gtf2i	NM_001080746	0.28286500000000003	-0.98573146	Gtf2i	NM_001080746	0.10560978	-0.37	Gtf2i	NM_001080746	0.013384999999999998	-2.1286375000000004
6339	Gtf2ird1	NM_001081462	0.8758	-0.16898733	Gtf2ird1	NM_001081462	0.8469700000000001	0.20292258	Gtf2ird1	NM_001081462	0.05293328	0.43	Gtf2ird1	NM_001081462	0.206205	0.8369317000000001
6340	Gtf2ird2	NM_053266	0.5018	-0.32898667	Gtf2ird2	NM_053266	0.765832	-0.21919156	Gtf2ird2	NM_053266	0.134325	-0.38299999999999995	Gtf2ird2	NM_053266	0.0026	-0.8934274999999999
6341	Gtf3c1	ENSMUST00000055506	0.7703	0.30713067	Gtf3c1	NM_207239	0.407072	0.4031225	Gtf3c1	NM_207239	0.27755989	-0.177	Gtf3c1	NM_207239	0.35282499999999994	-0.8059553999999999
